occupation,soc_code,emp_2024,emp_2034,emp_change_num,emp_change_pct,median_wage_2024,education_required,annual_openings,automation_prob,occupation_fo,risk_tier,soc_major,occupation_group,education_level,wage_norm,edu_norm,adaptive_capacity_score,vulnerable,growth_direction,genai_exposure_2025,genai_exposure_2023,cluster,cluster_label,pca_1,pca_2
        Locksmiths and safe repairers,49-9094,18.8,17.2,-1.6,-8.3,50490.0,High school diploma or equivalent,1.7,0.77,Locksmiths and safe repairers,High,49,Installation & Repair,1.0,0.1034921604561188,0.1666666666666666,0.1350794135613927,False,Declining,0.2,0.21,1.0,Low Exposure / Stable,-0.9581467534700665,-0.21042640144889968
        Manufactured building and mobile home installers,49-9095,3.1,3.3,0.2,5.9,41080.0,High school diploma or equivalent,0.3,0.18,Manufactured building and mobile home installers,Low,49,Installation & Repair,1.0,0.0555894929749541,0.1666666666666666,0.1111280798208104,False,Growing,0.09,0.08,1.0,Low Exposure / Stable,-1.520790532620361,-0.723119343077885
        Riggers,49-9096,24.6,25.4,0.8,3.2,62060.0,High school diploma or equivalent,2.5,0.89,Riggers,High,49,Installation & Repair,1.0,0.1623905518224394,0.1666666666666666,0.164528609244553,False,Growing,0.13,0.14,1.0,Low Exposure / Stable,-0.9568657185918311,-0.8348191939556123
        Signal and track switch repairers,49-9097,8.7,8.8,0.1,1.7,83600.0,High school diploma or equivalent,0.8,0.9,Signal and track switch repairers,High,49,Installation & Repair,1.0,0.2720423538994094,0.1666666666666666,0.219354510283038,False,Growing,0.17,0.14,1.0,Low Exposure / Stable,-0.381480540117205,-0.9560277083450702
"        Helpers--installation, maintenance, and repair workers",49-9098,98.7,101.0,2.2,2.3,38860.0,High school diploma or equivalent,11.8,0.79,"Helpers–installation, maintenance, and repair workers",High,49,Installation & Repair,1.0,0.0442883323152107,0.1666666666666666,0.1054774994909387,True,Growing,0.11,0.09,1.0,Low Exposure / Stable,-1.4989374686594654,-0.5631565663129967
      First-line supervisors of production and operating workers,51-1011,698.6,706.9,8.3,1.2,71190.0,High school diploma or equivalent,67.7,0.016,First-line supervisors of production and operating workers,Low,51,Production,1.0,0.2088678476888617,0.1666666666666666,0.1877672571777641,False,Growing,0.3,0.3333333333333333,1.0,Low Exposure / Stable,-0.19809645261939293,0.04943123295938772
"      Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,33.6,28.7,-4.9,-14.5,61680.0,High school diploma or equivalent,2.8,0.79,"Aircraft structure, surfaces, rigging, and systems assemblers",High,51,Production,1.0,0.1604561189167175,0.1666666666666666,0.1635613927916921,False,Declining,0.27,0.31,1.0,Low Exposure / Stable,-0.493645833360521,0.027507138331030846
"        Coil winders, tapers, and finishers",51-2021,12.2,11.5,-0.8,-6.3,47260.0,High school diploma or equivalent,1.2,0.73,"Coil winders, tapers, and finishers",High,51,Production,1.0,0.0870494807574832,0.1666666666666666,0.1268580737120749,False,Declining,0.28,0.36,1.0,Low Exposure / Stable,-0.7551076063399743,0.3334890826797956
      Engine and other machine assemblers,51-2031,38.4,30.3,-8.1,-21.1,52540.0,High school diploma or equivalent,2.8,0.82,Engine and other machine assemblers,High,51,Production,1.0,0.1139279169211973,0.1666666666666666,0.140297291793932,False,Declining,0.27,0.31,1.0,Low Exposure / Stable,-0.6806953530700247,0.1827021106474973
      Structural metal fabricators and fitters,51-2041,53.8,45.0,-8.8,-16.3,49900.0,High school diploma or equivalent,4.1,0.41,Structural metal fabricators and fitters,Medium,51,Production,1.0,0.1004886988393402,0.1666666666666666,0.1335776827530034,False,Declining,0.11,0.12,1.0,Low Exposure / Stable,-1.2730045695792769,-0.750613075544265
      Bakers,51-3011,249.1,263.2,14.0,5.6,36650.0,No formal educational credential,39.9,0.89,Bakers,High,51,Production,0.0,0.0330380777845652,0.0,0.0165190388922826,True,Growing,0.17,0.14,1.0,Low Exposure / Stable,-1.7272734383977126,-0.06428042643435099
        Butchers and meat cutters,51-3021,143.1,144.5,1.4,1.0,38960.0,No formal educational credential,16.9,0.93,Butchers and meat cutters,High,51,Production,0.0,0.0447973936061901,0.0,0.022398696803095,True,Growing,0.13,0.14,1.0,Low Exposure / Stable,-1.8145698810876922,-0.3480390991070078
"        Meat, poultry, and fish cutters and trimmers",51-3022,146.8,154.9,8.1,5.5,37700.0,No formal educational credential,18.4,0.94,"Meat, poultry, and fish cutters and trimmers",High,51,Production,0.0,0.0383832213398493,0.0,0.0191916106699246,True,Growing,0.13,0.14,1.0,Low Exposure / Stable,-1.8403557010914091,-0.3266446062056133
        Slaughterers and meat packers,51-3023,69.6,71.2,1.5,2.2,39790.0,No formal educational credential,8.4,0.6,Slaughterers and meat packers,Medium,51,Production,0.0,0.0490226023213195,0.0,0.0245113011606597,False,Growing,0.13,0.14,1.0,Low Exposure / Stable,-1.797583983783656,-0.3621322968118952
"        Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,20.7,20.8,0.1,0.6,42730.0,No formal educational credential,2.4,0.91,"Food and tobacco roasting, baking, and drying machine operators and tenders",High,51,Production,0.0,0.0639890042761148,0.0,0.0319945021380574,True,Growing,0.14,0.15,1.0,Low Exposure / Stable,-1.7037744589341175,-0.3509189213267909
        Food batchmakers,51-3092,173.5,185.4,11.9,6.9,40790.0,High school diploma or equivalent,24.2,0.7,Food batchmakers,High,51,Production,1.0,0.0541132152311138,0.1666666666666666,0.1103899409488902,True,Growing,0.185,0.16,1.0,Low Exposure / Stable,-1.2071205548869646,-0.13742355400323975
        Food cooking machine operators and tenders,51-3093,29.7,29.9,0.2,0.6,40550.0,High school diploma or equivalent,4.4,0.61,Food cooking machine operators and tenders,Medium,51,Production,1.0,0.0528914681327631,0.1666666666666666,0.1097790673997149,False,Growing,0.15,0.13,1.0,Low Exposure / Stable,-1.3297812799259394,-0.3473169187241327
"        Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,66.0,66.8,0.8,1.2,46980.0,High school diploma or equivalent,6.5,0.91,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0856241091427408,0.1666666666666666,0.1261453879047037,True,Growing,0.2033333333333333,0.2033333333333333,1.0,Low Exposure / Stable,-1.0187644767874342,-0.13044950396397487
"        Forging machine setters, operators, and tenders, metal and plastic",51-4022,8.8,7.2,-1.7,-18.9,49240.0,High school diploma or equivalent,0.6,0.93,"Forging machine setters, operators, and tenders, Metal and Plastic",High,51,Production,1.0,0.0971288943188759,0.1666666666666666,0.1318977804927713,False,Declining,0.1733333333333333,0.1766666666666666,1.0,Low Exposure / Stable,-1.0734415547954266,-0.3522253299013924
"        Rolling machine setters, operators, and tenders, metal and plastic",51-4023,22.5,20.6,-1.9,-8.3,48630.0,High school diploma or equivalent,1.9,0.83,"Rolling machine setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0940236204439014,0.1666666666666666,0.130345143555284,False,Declining,0.2033333333333333,0.2033333333333333,1.0,Low Exposure / Stable,-0.9849973315444713,-0.15846610181103926
"        Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,174.7,153.6,-21.1,-12.1,45590.0,High school diploma or equivalent,14.4,0.78,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0785481571981266,0.1666666666666666,0.1226074119323966,True,Declining,0.175,0.185,1.0,Low Exposure / Stable,-1.1425314711422405,-0.28006024302548294
"        Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,5.3,4.3,-1.0,-19.6,46630.0,High school diploma or equivalent,0.4,0.94,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0838423946243127,0.1666666666666666,0.1252545306454897,True,Declining,0.175,0.185,1.0,Low Exposure / Stable,-1.1212479371709185,-0.297719189547269
"        Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,70.1,61.7,-8.4,-12.0,45190.0,High school diploma or equivalent,5.5,0.95,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0765119120342089,0.1666666666666666,0.1215892893504378,True,Declining,0.175,0.185,1.0,Low Exposure / Stable,-1.1507174457465952,-0.27326834051710375
"        Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,18.9,16.4,-2.6,-13.6,48620.0,High school diploma or equivalent,1.5,0.84,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0939727143148035,0.1666666666666666,0.130319690490735,False,Declining,0.175,0.185,1.0,Low Exposure / Stable,-1.0805227135142539,-0.3315089045264562
"        Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,13.8,11.8,-2.0,-14.4,48310.0,High school diploma or equivalent,1.1,0.98,"Milling and planing machine setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0923946243127672,0.1666666666666666,0.1295306454897169,False,Declining,0.175,0.185,1.0,Low Exposure / Stable,-1.086866843832629,-0.326245180082462
      Machinists,51-4041,299.5,299.6,0.0,0.0,56150.0,High school diploma or equivalent,29.5,0.65,Machinists,Medium,51,Production,1.0,0.1323050295255548,0.1666666666666666,0.1494858480961107,False,Stable,0.18,0.17,1.0,Low Exposure / Stable,-0.9096004358335117,-0.4287995397858501
        Metal-refining furnace operators and tenders,51-4051,20.8,20.3,-0.5,-2.3,55770.0,High school diploma or equivalent,2.0,0.88,Metal-refining furnace operators and tenders,High,51,Production,1.0,0.130370596619833,0.1666666666666666,0.1485186316432498,False,Declining,0.285,0.3249999999999999,1.0,Low Exposure / Stable,-0.5641296908785631,0.21955828627487178
"        Pourers and casters, metal",51-4052,5.9,5.7,-0.3,-4.7,48940.0,High school diploma or equivalent,0.6,0.87,"Pourers and casters, metal",High,51,Production,1.0,0.0956017104459376,0.1666666666666666,0.1311341885563021,False,Declining,0.26,0.24,1.0,Low Exposure / Stable,-0.788011736016749,0.1826953743012195
"        Model makers, metal and plastic",51-4061,3.2,2.6,-0.6,-18.2,62700.0,High school diploma or equivalent,0.3,0.93,"Model makers, metal and plastic",High,51,Production,1.0,0.1656485440847077,0.1666666666666666,0.1661576053756872,False,Declining,0.2,0.21,1.0,Low Exposure / Stable,-0.7082698786721403,-0.41774922551717747
"        Patternmakers, metal and plastic",51-4062,1.6,1.2,-0.4,-24.4,54540.0,High school diploma or equivalent,0.1,0.9,"Patternmakers, metal and plastic",High,51,Production,1.0,0.1241091427407859,0.1666666666666666,0.1453879047037263,False,Declining,0.2,0.21,1.0,Low Exposure / Stable,-0.8752637606009754,-0.27919441434624004
        Foundry mold and coremakers,51-4071,12.7,9.4,-3.3,-25.9,45700.0,High school diploma or equivalent,0.9,0.67,Foundry mold and coremakers,Medium,51,Production,1.0,0.079108124618204,0.1666666666666666,0.1228873956424353,False,Declining,0.13,0.11,1.0,Low Exposure / Stable,-1.2916720799099368,-0.5570303813628994
"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,154.6,148.8,-5.8,-3.8,41230.0,High school diploma or equivalent,15.9,0.95,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0563530849114233,0.1666666666666666,0.1115098757890449,True,Declining,0.15,0.155,1.0,Low Exposure / Stable,-1.3158651230985363,-0.3588631529883776
"      Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,131.0,130.3,-0.7,-0.5,46060.0,High school diploma or equivalent,12.8,0.91,"Multiple machine tool setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.08094074526573,0.1666666666666666,0.1238037059661983,True,Declining,0.18,0.17,1.0,Low Exposure / Stable,-1.1160916452283578,-0.2574737990119828
      Tool and die makers,51-4111,55.2,49.3,-6.0,-10.8,63180.0,Postsecondary nondegree award,4.7,0.84,Tool and die makers,High,51,Production,,0.1680920382814091,0.1666666666666666,0.1673793524740378,False,Declining,0.2,0.21,1.0,Low Exposure / Stable,-0.6984467091469143,-0.42589950852723296
"        Welders, cutters, solderers, and brazers",51-4121,457.3,467.2,9.9,2.2,51000.0,High school diploma or equivalent,45.6,0.94,"Welders, cutters, solderers, and brazers",High,51,Production,1.0,0.106088373040114,0.1666666666666666,0.1363775198533903,False,Growing,0.13,0.11,1.0,Low Exposure / Stable,-1.1832079164022375,-0.647023089598925
"        Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,38.9,35.4,-3.5,-9.0,47060.0,High school diploma or equivalent,3.2,0.61,"Welding, soldering, and brazing machine setters, operators, and tenders",Medium,51,Production,1.0,0.0860313581755243,0.1666666666666666,0.1263490124210954,False,Declining,0.13,0.11,1.0,Low Exposure / Stable,-1.2638397662551308,-0.580122849891389
"        Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,14.8,12.9,-1.9,-12.8,47450.0,High school diploma or equivalent,1.2,0.91,"Heat treating equipment setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0880166972103441,0.1666666666666666,0.1273416819385054,False,Declining,0.215,0.22,1.0,Low Exposure / Stable,-0.9698962432018636,-0.06710715400268018
"        Layout workers, metal and plastic",51-4192,5.7,5.4,-0.3,-5.4,61870.0,High school diploma or equivalent,0.5,0.84,"Layout workers, metal and plastic",High,51,Production,1.0,0.1614233353695785,0.1666666666666666,0.1640450010181225,False,Declining,0.205,0.21,1.0,Low Exposure / Stable,-0.7084344702224099,-0.37308909835144527
"        Plating machine setters, operators, and tenders, metal and plastic",51-4193,31.7,27.4,-4.3,-13.6,41600.0,High school diploma or equivalent,2.5,0.92,"Plating and coating machine setters, operators, and tenders, metal and plastic",High,51,Production,1.0,0.0582366116880472,0.1666666666666666,0.1124516391773569,True,Declining,0.185,0.195,1.0,Low Exposure / Stable,-1.1905439563131464,-0.15117715658270775
"        Tool grinders, filers, and sharpeners",51-4194,5.8,5.4,-0.5,-7.8,48970.0,High school diploma or equivalent,0.5,0.88,"Tool grinders, filers, and sharpeners",High,51,Production,1.0,0.0957544288332315,0.1666666666666666,0.131210547749949,False,Declining,0.17,0.16,1.0,Low Exposure / Stable,-1.0901812914892095,-0.3680187486821336
      Prepress technicians and workers,51-5111,26.2,22.3,-3.8,-14.6,47300.0,Postsecondary nondegree award,2.8,0.97,Prepress technicians and workers,High,51,Production,,0.0872531052738749,0.1666666666666666,0.1269598859702708,False,Declining,0.38,0.26,3.0,High Exposure / Low Resilience,-0.41786289380421976,0.9441484816458736
      Printing press operators,51-5112,150.2,138.0,-12.2,-8.1,45160.0,High school diploma or equivalent,13.7,0.83,Printing press operators,High,51,Production,1.0,0.0763591936469151,0.1666666666666666,0.1215129301567908,True,Declining,0.25,0.22,1.0,Low Exposure / Stable,-0.8990118075354321,0.18574499408371176
      Print binding and finishing workers,51-5113,35.8,30.0,-5.8,-16.1,39820.0,High school diploma or equivalent,2.8,0.95,Print binding and finishing workers,High,51,Production,1.0,0.0491753207086133,0.1666666666666666,0.10792099368764,True,Declining,0.22,0.17,1.0,Low Exposure / Stable,-1.1092224030261626,0.09301531580550058
      Laundry and dry-cleaning workers,51-6011,202.6,213.5,10.9,5.4,33800.0,No formal educational credential,31.9,0.71,Laundry and dry-cleaning workers,High,51,Production,0.0,0.0185298309916513,0.0,0.0092649154958256,True,Growing,0.16,0.12,1.0,Low Exposure / Stable,-1.8192411189612716,-0.07702197998384021
"      Pressers, textile, garment, and related materials",51-6021,28.4,24.6,-3.8,-13.5,33880.0,No formal educational credential,2.8,0.81,"Pressers, textile, garment, and related materials",High,51,Production,0.0,0.0189370800244349,0.0,0.0094685400122174,True,Declining,0.14,0.11,1.0,Low Exposure / Stable,-1.8848891470554643,-0.2006480783288992
      Sewing machine operators,51-6031,124.0,110.7,-13.3,-10.8,36000.0,No formal educational credential,13.0,0.89,Sewing machine operators,High,51,Production,0.0,0.0297291793931989,0.0,0.0148645896965994,True,Declining,0.15,0.15,1.0,Low Exposure / Stable,-1.8078608701448526,-0.17551130270161802
        Shoe and leather workers and repairers,51-6041,9.5,9.1,-0.4,-3.8,35950.0,High school diploma or equivalent,0.9,0.52,Shoe and leather workers and repairers,Medium,51,Production,1.0,0.0294746487477092,0.1666666666666666,0.0980706577071879,False,Declining,0.14,0.1233333333333333,1.0,Low Exposure / Stable,-1.4575625993835495,-0.33034389879946247
        Shoe machine operators and tenders,51-6042,4.1,3.9,-0.2,-3.7,38160.0,High school diploma or equivalent,0.4,0.97,Shoe machine operators and tenders,High,51,Production,1.0,0.0407249032783547,0.1666666666666666,0.1036957849725106,True,Declining,0.16,0.13,1.0,Low Exposure / Stable,-1.3450498666794262,-0.24560144231487502
"        Sewers, hand",51-6051,5.4,5.0,-0.4,-7.0,33760.0,No formal educational credential,0.7,0.99,"Sewers, hand",High,51,Production,0.0,0.0183262064752596,0.0,0.0091631032376298,True,Declining,0.12,0.12,1.0,Low Exposure / Stable,-1.9546301624518345,-0.32087822541976885
"        Tailors, dressmakers, and custom sewers",51-6052,38.8,37.1,-1.7,-4.5,40860.0,No formal educational credential,5.0,0.84,"Tailors, dressmakers, and custom sewers",High,51,Production,0.0,0.0544695581347994,0.0,0.0272347790673997,True,Declining,0.15,0.13,1.0,Low Exposure / Stable,-1.7084012787019436,-0.2580329181784264
        Textile bleaching and dyeing machine operators and tenders,51-6061,6.2,5.5,-0.6,-10.1,37320.0,High school diploma or equivalent,0.7,0.97,Textile bleaching and dyeing machine operators and tenders,High,51,Production,1.0,0.0364487884341274,0.1666666666666666,0.101557727550397,True,Declining,0.21,0.22,1.0,Low Exposure / Stable,-1.1940273558109116,0.07433084756117968
"        Textile cutting machine setters, operators, and tenders",51-6062,9.3,8.2,-1.1,-11.7,37940.0,High school diploma or equivalent,1.0,0.95,"Textile cutting machine setters, operators, and tenders",High,51,Production,1.0,0.0396049684381999,0.1666666666666666,0.1031358175524333,True,Declining,0.17,0.28,1.0,Low Exposure / Stable,-1.3159095412042894,-0.1807320370135746
"        Textile knitting and weaving machine setters, operators, and tenders",51-6063,15.3,13.6,-1.7,-11.2,38260.0,High school diploma or equivalent,1.7,0.73,"Textile knitting and weaving machine setters, operators, and tenders",High,51,Production,1.0,0.0412339645693341,0.1666666666666666,0.1039503156180004,True,Declining,0.16,0.15,1.0,Low Exposure / Stable,-1.3430033730283377,-0.24729941794196963
"        Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,21.7,19.8,-1.9,-9.0,37660.0,High school diploma or equivalent,2.5,0.96,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",High,51,Production,1.0,0.0381795968234575,0.1666666666666666,0.1024231317450621,True,Declining,0.15,0.12,1.0,Low Exposure / Stable,-1.3889249464424016,-0.2982454231010925
"        Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,15.2,15.0,-0.2,-1.1,44980.0,High school diploma or equivalent,2.0,0.88,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",High,51,Production,1.0,0.0754428833231521,0.1666666666666666,0.1210547749949093,True,Declining,0.17,0.14,1.0,Low Exposure / Stable,-1.1718363881676472,-0.30026952116105027
        Fabric and apparel patternmakers,51-6092,2.8,2.5,-0.3,-10.2,67670.0,High school diploma or equivalent,0.3,0.0049,Fabric and apparel patternmakers,Low,51,Production,1.0,0.1909488902463856,0.1666666666666666,0.1788077784565261,False,Declining,0.17,0.28,1.0,Low Exposure / Stable,-0.7074869787356294,-0.6855401909488651
        Upholsterers,51-6093,22.7,22.3,-0.4,-1.8,46190.0,High school diploma or equivalent,2.2,0.39,Upholsterers,Medium,51,Production,1.0,0.0816025249440032,0.1666666666666666,0.1241345958053349,False,Declining,0.18,0.16,1.0,Low Exposure / Stable,-1.1134312034819427,-0.25968116732720586
      Cabinetmakers and bench carpenters,51-7011,86.0,84.7,-1.4,-1.6,46020.0,High school diploma or equivalent,8.1,0.92,Cabinetmakers and bench carpenters,High,51,Production,1.0,0.0807371207493382,0.1666666666666666,0.1237018937080024,True,Declining,0.16,0.14,1.0,Low Exposure / Stable,-1.1841954657038571,-0.379062326604528
      Furniture finishers,51-7021,20.5,19.8,-0.7,-3.3,42530.0,High school diploma or equivalent,2.0,0.87,Furniture Finishers,High,51,Production,1.0,0.0629708816941559,0.1666666666666666,0.1148187741804113,True,Declining,0.16,0.14,1.0,Low Exposure / Stable,-1.2556180941268518,-0.31980297721891854
"        Model makers, wood",51-7031,0.9,0.9,0.0,-4.5,51850.0,High school diploma or equivalent,0.1,0.96,"Model makers, wood",High,51,Production,1.0,0.1104153940134392,0.1666666666666666,0.1385410303400529,False,Declining,0.16,0.14,1.0,Low Exposure / Stable,-1.0648848858453879,-0.47805430566415613
"        Patternmakers, wood",51-7032,0.5,0.4,0.0,-5.0,52520.0,High school diploma or equivalent,0.0,0.91,"Patternmakers, wood",High,51,Production,1.0,0.1138261046630014,0.1666666666666666,0.140246385664834,False,Declining,0.16,0.14,1.0,Low Exposure / Stable,-1.0511733783830939,-0.48943074236569134
"        Sawing machine setters, operators, and tenders, wood",51-7041,45.0,44.7,-0.3,-0.6,39950.0,High school diploma or equivalent,4.8,0.86,"Sawing machine setters, operators, and tenders, wood",High,51,Production,1.0,0.0498371003868865,0.1666666666666666,0.1082518835267766,True,Declining,0.14,0.18,1.0,Low Exposure / Stable,-1.3757028533400033,-0.3982629238832551
"        Woodworking machine setters, operators, and tenders, except sawing",51-7042,63.1,61.9,-1.1,-1.8,40440.0,High school diploma or equivalent,6.4,0.97,"Woodworking machine setters, operators, and tenders, except sawing",High,51,Production,1.0,0.0523315007126858,0.1666666666666666,0.1094990836896762,True,Declining,0.22,0.14,1.0,Low Exposure / Stable,-1.096534142389413,0.08248786691751267
        Nuclear power reactor operators,51-8011,5.7,4.9,-0.9,-15.3,122610.0,High school diploma or equivalent,0.4,0.95,Nuclear power reactor operators,High,51,Production,1.0,0.4706271635104867,0.1666666666666666,0.3186469150885767,False,Declining,0.28,0.34,0.0,Low Exposure / High Skill,0.7869253597553357,-0.9459355523361531
        Power distributors and dispatchers,51-8012,9.3,9.0,-0.3,-3.2,107240.0,High school diploma or equivalent,0.8,0.64,Power distributors and dispatchers,Medium,51,Production,1.0,0.3923844430869476,0.1666666666666666,0.2795255548768071,False,Declining,0.28,0.34,1.0,Low Exposure / Stable,0.47237928558300696,-0.6849566984516784
        Power plant operators,51-8013,31.6,28.0,-3.5,-11.2,99670.0,High school diploma or equivalent,2.5,0.85,Power plant operators,High,51,Production,1.0,0.3538485033598045,0.1666666666666666,0.2602575850132356,False,Declining,0.28,0.34,1.0,Low Exposure / Stable,0.31745971619559527,-0.5564199434806005
      Stationary engineers and boiler operators,51-8021,33.3,34.0,0.7,2.2,75190.0,High school diploma or equivalent,3.8,0.89,Stationary engineers and boiler operators,High,51,Production,1.0,0.2292302993280391,0.1666666666666666,0.1979484829973528,False,Growing,0.2,0.23,1.0,Low Exposure / Stable,-0.4526628216511656,-0.6298263813413212
      Water and wastewater treatment plant and system operators,51-8031,132.4,123.8,-8.7,-6.5,58260.0,High school diploma or equivalent,10.7,0.61,Water and wastewater treatment plant and system operators,Medium,51,Production,1.0,0.1430462227652209,0.1666666666666666,0.1548564447159438,False,Declining,0.27,0.31,1.0,Low Exposure / Stable,-0.5636359162277532,0.08557790477767362
        Chemical plant and system operators,51-8091,18.1,17.0,-1.1,-6.1,73540.0,High school diploma or equivalent,1.6,0.85,Chemical plant and system operators,High,51,Production,1.0,0.2208307880268784,0.1666666666666666,0.1937487273467725,False,Declining,0.29,0.37,1.0,Low Exposure / Stable,-0.18364646332634135,-0.05160505319903217
        Gas plant operators,51-8092,16.2,14.8,-1.4,-8.8,83400.0,High school diploma or equivalent,1.3,0.78,Gas plant operators,High,51,Production,1.0,0.2710242313174505,0.1666666666666666,0.2188454489920586,False,Declining,0.29,0.3,1.0,Low Exposure / Stable,0.018137810671000794,-0.21902545003058138
"        Petroleum pump system operators, refinery operators, and gaugers",51-8093,34.9,34.0,-1.0,-2.8,97540.0,High school diploma or equivalent,3.2,0.71,"Petroleum pump system operators, refinery operators, and gaugers",High,51,Production,1.0,0.3430054978619425,0.1666666666666666,0.2548360822643046,False,Declining,0.29,0.3,1.0,Low Exposure / Stable,0.3075120129349383,-0.4591192037017893
"        Plant and system operators, all other",51-8099,16.3,16.6,0.3,1.6,61710.0,High school diploma or equivalent,1.6,0.86,"Plant and system operators, all other",High,51,Production,1.0,0.1606088373040114,0.1666666666666666,0.163637751985339,False,Growing,0.25,0.265,1.0,Low Exposure / Stable,-0.560317108280258,-0.09526997220048121
        Chemical equipment operators and tenders,51-9011,128.9,133.1,4.3,3.3,57090.0,High school diploma or equivalent,14.4,0.76,Chemical equipment operators and tenders,High,51,Production,1.0,0.1370902056607615,0.1666666666666666,0.1518784361637141,False,Growing,0.24,0.25,1.0,Low Exposure / Stable,-0.6885077264680866,-0.07795735715039186
"        Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",51-9012,54.4,52.0,-2.3,-4.3,49500.0,High school diploma or equivalent,5.4,0.88,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",High,51,Production,1.0,0.0984524536754225,0.1666666666666666,0.1325595601710446,False,Declining,0.2299999999999999,0.205,1.0,Low Exposure / Stable,-0.8774792060932483,-0.010214865975587203
"        Crushing, grinding, and polishing machine setters, operators, and tenders",51-9021,28.7,27.9,-0.7,-2.5,46890.0,High school diploma or equivalent,2.7,0.97,"Crushing, grinding, and polishing machine setters, operators, and tenders",High,51,Production,1.0,0.0851659539808593,0.1666666666666666,0.125916310323763,True,Declining,0.1975,0.1875,1.0,Low Exposure / Stable,-1.0402311777861408,-0.1645827436039095
"        Grinding and polishing workers, hand",51-9022,11.8,9.3,-2.5,-21.2,41690.0,No formal educational credential,0.8,0.97,"Grinding and polishing workers, hand",High,51,Production,0.0,0.0586947668499287,0.0,0.0293473834249643,True,Declining,0.18,0.19,1.0,Low Exposure / Stable,-1.590487546875312,-0.08872453911823854
"        Mixing and blending machine setters, operators, and tenders",51-9023,101.1,94.3,-6.8,-6.8,47680.0,High school diploma or equivalent,8.8,0.83,"Mixing and blending machine setters, operators, and tenders",High,51,Production,1.0,0.0891875381795968,0.1666666666666666,0.1279271024231317,False,Declining,0.2,0.18,1.0,Low Exposure / Stable,-1.0156532250656576,-0.1627132863275355
"        Cutters and trimmers, hand",51-9031,7.0,5.7,-1.3,-18.1,38800.0,No formal educational credential,0.6,0.64,"Cutters and trimmers, hand",Medium,51,Production,0.0,0.043982895540623,0.0,0.0219914477703115,False,Declining,0.18,0.25,1.0,Low Exposure / Stable,-1.6496312133917745,-0.039653043495198
"        Cutting and slicing machine setters, operators, and tenders",51-9032,49.0,47.9,-1.1,-2.3,45700.0,High school diploma or equivalent,5.3,0.86,"Cutting and slicing machine setters, operators, and tenders",High,51,Production,1.0,0.079108124618204,0.1666666666666666,0.1228873956424353,True,Declining,0.23,0.22,1.0,Low Exposure / Stable,-0.9552459648346173,0.05430820785401675
"      Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,57.3,58.4,1.1,2.0,45130.0,High school diploma or equivalent,5.2,0.93,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",High,51,Production,1.0,0.0762064752596212,0.1666666666666666,0.1214365709631439,True,Growing,0.16,0.155,1.0,Low Exposure / Stable,-1.2024092591985465,-0.36395034352338396
"      Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,16.5,17.0,0.5,3.0,47010.0,High school diploma or equivalent,1.9,0.37,"Furnace, kiln, oven, drier, and kettle operators and tenders",Medium,51,Production,1.0,0.0857768275300346,0.1666666666666666,0.1262217470983506,False,Growing,0.19,0.1766666666666666,1.0,Low Exposure / Stable,-1.0630073440354835,-0.212470708547692
